0.000000000000000000e+00 1.000000000000017097e+00 0.000000000000000000e+00 1.000000000000016653e+00 0.000000000000000000e+00 1.000000000000021760e+00 0.000000000000000000e+00 1.000000090363413419e+00 0.000000000000000000e+00 1.000402976577659642e+00 0.000000000000000000e+00
2.000000000000000111e-01 8.830371336255824488e-01 6.258626250972007532e-02 9.231058505259245317e-01 5.143325698240795024e-02 9.969954433770255031e-01 3.006186941594804832e-02 9.996712235006647296e-01 2.525966569668862752e-02 1.006720701267716622e+00 2.592233344892322031e-02
4.000000000000000222e-01 8.989437496567589392e-01 8.259594329267541668e-02 9.244608190068176468e-01 6.694279069875884447e-02 9.915855574598587685e-01 5.642894074468094573e-02 9.986887160916051442e-01 5.050440352739030136e-02 9.981472520537596482e-01 6.150602280774993685e-02
5.999999999999999778e-01 9.210787496192555102e-01 1.035039371893728549e-01 9.357657905357416039e-01 8.457580302277445394e-02 9.862151179193936468e-01 8.046709581189878668e-02 9.970546618716624732e-01 7.572494215154267072e-02 9.852644045747719348e-01 7.633578484117956031e-02
7.999999999999999334e-01 9.456209972174750567e-01 1.203228019214291900e-01 9.499347746252758684e-01 1.020400261680334958e-01 9.812389290298898503e-01 1.033701766901043706e-01 9.947698427222965156e-01 1.009076939390449318e-01 9.924753106692461024e-01 9.106477214874421355e-02
9.999999999999998890e-01 9.675866495286242763e-01 1.357025617734915757e-01 9.642381147525340701e-01 1.190142306471151934e-01 9.765478451426120587e-01 1.257618583195069251e-01 9.918398892315519744e-01 1.260396520190087688e-01 9.977249334323831098e-01 1.231581138586677476e-01
1.199999999999999956e+00 9.870879779129432263e-01 1.497919489323875364e-01 9.775675465664848129e-01 1.354237808494356821e-01 9.719646438184732506e-01 1.479618489389178115e-01 9.882697568879119654e-01 1.511105760642191542e-01 9.895938163907506135e-01 1.532883402580876575e-01
1.400000000000000133e+00 1.003805226806414819e+00 1.630006637905479783e-01 9.893165877113613282e-01 1.513844521611078797e-01 9.673270679200666189e-01 1.701358140620348458e-01 9.840637313471169989e-01 1.761091173943332422e-01 9.835519168704174309e-01 1.753699999667067411e-01
1.600000000000000311e+00 1.017603982429630571e+00 1.756577094534223504e-01 9.991554270600123688e-01 1.670465876285328055e-01 9.625012771154058955e-01 1.923681334043941538e-01 9.792273511744656878e-01 2.010234525149632578e-01 9.807451557209025950e-01 2.016011802286194754e-01
1.800000000000000488e+00 1.028462472687124096e+00 1.880226635182154771e-01 1.006905910304007445e+00 1.825594562619468342e-01 9.573796225475944555e-01 2.146981804493549306e-01 9.737669828858844800e-01 2.258416683522776747e-01 9.710227418612974448e-01 2.285480701968658490e-01
2.000000000000000444e+00 1.036142336917290852e+00 2.001409668214785831e-01 1.012480123522885300e+00 1.980589183441515411e-01 9.518756332783392393e-01 2.371393020159673626e-01 9.676910160193099575e-01 2.505517521895544997e-01 9.617629540085205209e-01 2.471454286914312182e-01
2.200000000000000622e+00 1.040628688023131687e+00 2.132447233706842582e-01 1.015847431840116943e+00 2.136647147683068404e-01 9.459193040203005554e-01 2.596891991929853316e-01 9.610097206413764637e-01 2.751443818728068202e-01 9.611745192017104866e-01 2.676726689226718303e-01
2.400000000000000799e+00 1.047470970284642311e+00 2.277819693791809652e-01 1.017062065890316669e+00 2.295007988682291056e-01 9.394532759218617857e-01 2.823357964992909697e-01 9.537318694061757141e-01 2.996124263547163546e-01 9.575076689530809260e-01 2.970728299620518098e-01
2.600000000000000977e+00 1.040153412751765760e+00 2.446304534065952274e-01 1.015975197296137944e+00 2.457258821385150671e-01 9.324298736607764537e-01 3.050606120454762982e-01 9.458668306595713338e-01 3.239483977661677394e-01 9.456702855814225206e-01 3.238389334196525304e-01
2.800000000000001155e+00 1.050339288845649088e+00 2.533850405412976237e-01 1.013555806782362900e+00 2.621526562294511642e-01 9.248088418586761783e-01 3.278406718025629329e-01 9.374259667542927943e-01 3.481488060902233062e-01 9.352460989482784814e-01 3.450046180733863377e-01
3.000000000000001332e+00 1.052098135137309098e+00 2.610191425957003597e-01 1.008888032166788129e+00 2.788222389536352264e-01 9.165556477169567451e-01 3.506495338178460819e-01 9.284179422367071499e-01 3.722149991039379047e-01 9.273670296251287359e-01 3.671833591771304639e-01
3.200000000000001510e+00 1.023956852913441518e+00 3.038212454872633028e-01 1.000863730878946090e+00 2.982416525723740608e-01 9.076402509927575801e-01 3.734577423560460074e-01 9.188487442193359334e-01 3.961513039592358121e-01 9.183258514242832460e-01 3.904269282453166068e-01
3.400000000000001688e+00 1.019886607611679930e+00 3.247213725582128729e-01 9.918122148888549594e-01 3.173674287866227184e-01 8.980362833254424970e-01 3.962329222039633891e-01 9.087203999718879155e-01 4.199672470941084867e-01 9.083179813923148993e-01 4.130195819177127081e-01
3.600000000000001865e+00 1.003068625131482650e+00 3.278621116811475944e-01 9.819444903763054899e-01 3.361644885534858518e-01 8.877206038750288242e-01 4.189396643249823637e-01 8.980269835421018643e-01 4.436767489750475524e-01 8.979291580933489447e-01 4.348831618145417854e-01
3.800000000000002043e+00 9.634590354400250911e-01 3.683469361658444630e-01 9.633450523006080735e-01 3.587543758754829781e-01 8.766732068988973836e-01 4.415393248944760596e-01 8.867521413246642892e-01 4.672962632512120407e-01 8.874928045351656580e-01 4.556693014947196807e-01
