5.000000000000000240e-05 4.000000000000000000e+01 3.522446947510000093e-01
5.000000000000000240e-05 9.000000000000000000e+01 6.398429075649999520e-01
5.000000000000000240e-05 1.400000000000000000e+02 8.310636563719999703e-01
5.000000000000000240e-05 1.900000000000000000e+02 9.341286613379999881e-01
5.000000000000000240e-05 2.400000000000000000e+02 9.789127191509999770e-01
5.000000000000000240e-05 2.900000000000000000e+02 9.945142850779999932e-01
5.000000000000000240e-05 3.400000000000000000e+02 9.988503110149999920e-01
5.000000000000000240e-05 3.900000000000000000e+02 9.998077364770000530e-01
5.000000000000000240e-05 4.000000000000000000e+02 9.998693557579999558e-01
1.000000000000000048e-04 4.000000000000000000e+01 4.474497675019999954e-01
1.000000000000000048e-04 9.000000000000000000e+01 7.693477128240000518e-01
1.000000000000000048e-04 1.400000000000000000e+02 9.312157960660000233e-01
1.000000000000000048e-04 1.900000000000000000e+02 9.860102008990000444e-01
1.000000000000000048e-04 2.400000000000000000e+02 9.981234563619999500e-01
1.000000000000000048e-04 2.900000000000000000e+02 9.998380927319999723e-01
1.000000000000000048e-04 3.400000000000000000e+02 9.999916692800000506e-01
1.000000000000000048e-04 3.900000000000000000e+02 1.000000310839999962e+00
1.000000000000000048e-04 4.000000000000000000e+02 1.000000471579999939e+00
1.000000000000000021e-03 4.000000000000000000e+01 6.368526602030000205e-01
1.000000000000000021e-03 9.000000000000000000e+01 9.876867431160000210e-01
1.000000000000000021e-03 1.400000000000000000e+02 9.999872163199999830e-01
1.000000000000000021e-03 1.900000000000000000e+02 1.000000002199999960e+00
1.000000000000000021e-03 2.400000000000000000e+02 1.000000002469999982e+00
1.000000000000000021e-03 2.900000000000000000e+02 1.000000002469999982e+00
1.000000000000000021e-03 3.400000000000000000e+02 1.000000002469999982e+00
1.000000000000000021e-03 3.900000000000000000e+02 1.000000002469999982e+00
1.000000000000000021e-03 4.000000000000000000e+02 1.000000002469999982e+00
1.000000000000000021e-02 4.000000000000000000e+01 7.017607400449999977e-01
1.000000000000000021e-02 9.000000000000000000e+01 1.000001180139999946e+00
1.000000000000000021e-02 1.400000000000000000e+02 9.999859505189999664e-01
1.000000000000000021e-02 1.900000000000000000e+02 1.000014054280000009e+00
1.000000000000000021e-02 2.400000000000000000e+02 9.999859505189999664e-01
1.000000000000000021e-02 2.900000000000000000e+02 1.000014054280000009e+00
1.000000000000000021e-02 3.400000000000000000e+02 9.999859505189999664e-01
1.000000000000000021e-02 3.900000000000000000e+02 1.000014054280000009e+00
1.000000000000000021e-02 4.000000000000000000e+02 9.999859505189999664e-01
5.000000000000000278e-02 4.000000000000000000e+01 7.135655762649999456e-01
5.000000000000000278e-02 9.000000000000000000e+01 1.000101115299999899e+00
5.000000000000000278e-02 1.400000000000000000e+02 9.998988526150000000e-01
5.000000000000000278e-02 1.900000000000000000e+02 1.000101153649999963e+00
5.000000000000000278e-02 2.400000000000000000e+02 9.998988526150000000e-01
5.000000000000000278e-02 2.900000000000000000e+02 1.000101153649999963e+00
5.000000000000000278e-02 3.400000000000000000e+02 9.998988526150000000e-01
5.000000000000000278e-02 3.900000000000000000e+02 1.000101153649999963e+00
5.000000000000000278e-02 4.000000000000000000e+02 9.998988526150000000e-01
