1.000000000000000056e-01 0.000000000000000000e+00 -5.000000000000000104e-03 5.000000000000000000e+01 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 1.000000000000000056e-01 -5.046583822947385903e-03 4.908429682263960103e+01 1.001335314363672291e+00 -5.251772303639470896e-02 1.146023585490318908e-03
1.000000000000000056e-01 2.000000000000000111e-01 -5.092302667068396987e-03 4.816018065166834816e+01 1.005286640311519486e+00 -1.046136332630503291e-01 2.376959713050731844e-03
1.000000000000000056e-01 2.999999999999999889e-01 -5.137148696204253337e-03 4.722780987956500809e+01 1.011698929494768251e+00 -1.559035945083832031e-01 3.691964494537789028e-03
1.000000000000000056e-01 3.999999999999999667e-01 -5.181114223795687396e-03 4.628734431363773894e+01 1.020340073725953145e+00 -2.060698021379256673e-01 5.090136407184518187e-03
1.000000000000000056e-01 4.999999999999999445e-01 -5.224191714200413644e-03 4.533894514863333569e+01 1.030931467677997482e+00 -2.548753474250252671e-01 6.570516911653914022e-03
1.000000000000000056e-01 5.999999999999999778e-01 -5.266373783984727372e-03 4.438277493910858595e+01 1.043177830106932991e+00 -3.021648938336757850e-01 8.132091109181067978e-03
1.000000000000000056e-01 7.000000000000000666e-01 -5.307653203189017545e-03 4.341899757156865292e+01 1.056790883123317926e+00 -3.478553794383190123e-01 9.773788437353403760e-03
1.000000000000000056e-01 8.000000000000001554e-01 -5.348022896566973459e-03 4.244777823637704017e+01 1.071504927268829066e+00 -3.919217264334743378e-01 1.149448340405203814e-02
1.000000000000000056e-01 9.000000000000002442e-01 -5.387475944798273547e-03 4.146928339944220454e+01 1.087084949873515338e+00 -4.343816461519722782e-01 1.329299635905107149e-02
1.000000000000000056e-01 1.000000000000000222e+00 -5.426005585674547292e-03 4.048368077368547802e+01 1.103329130548130310e+00 -4.752820245081103012e-01 1.516809430274585618e-02
1.000000000000000056e-01 1.100000000000000311e+00 -5.463605215258415977e-03 3.949113929029525139e+01 1.120067769042340178e+00 -5.146879424111581169e-01 1.711849173145578787e-02
1.000000000000000056e-01 1.200000000000000400e+00 -5.500268389015399752e-03 3.849182906977235064e+01 1.137160286426648792e+00 -5.526744527626592518e-01 1.914285151872212321e-02
1.000000000000000056e-01 1.300000000000000488e+00 -5.535988822918495866e-03 3.748592139277157997e+01 1.154491439243009454e+00 -5.893207682612818799e-01 2.123978583199662151e-02
1.000000000000000056e-01 1.400000000000000577e+00 -5.570760394525258938e-03 3.647358867074441946e+01 1.171967438375888015e+00 -6.247063586743781816e-01 2.340785708409255303e-02
1.000000000000000056e-01 1.500000000000000666e+00 -5.604577144027184619e-03 3.545500441638786526e+01 1.189512340638299914e+00 -6.589084668688218738e-01 2.564557891874582121e-02
1.000000000000000056e-01 1.600000000000000755e+00 -5.637433275271204990e-03 3.443034321390459240e+01 1.207064873865886012e+00 -6.920006319309200959e-01 2.795141722961050693e-02
1.000000000000000056e-01 1.700000000000000844e+00 -5.669323156753149941e-03 3.339978068907937825e+01 1.224575736168078466e+00 -7.240519017331972229e-01 3.032379121199024405e-02
1.000000000000000056e-01 1.800000000000000933e+00 -5.700241322582981149e-03 3.236349347917704478e+01 1.242005347244961921e+00 -7.551265023512214736e-01 3.276107444658442336e-02
1.000000000000000056e-01 1.900000000000001021e+00 -5.730182473421632956e-03 3.132165920266706038e+01 1.259322001628387033e+00 -7.852838000116163508e-01 3.526159601450620101e-02
1.000000000000000056e-01 2.000000000000000888e+00 -5.759141477389317920e-03 3.027445642877988519e+01 1.276500365084961786e+00 -8.145784425607719426e-01 3.782364164280793695e-02
1.000000000000000056e-01 2.100000000000000533e+00 -5.787113370945124423e-03 2.922206464690044214e+01 1.293520256786380163e+00 -8.430606044422498391e-01 4.044545487972869141e-02
1.000000000000000056e-01 2.200000000000000178e+00 -5.814093359737764963e-03 2.816466423580382639e+01 1.310365665729314566e+00 -8.707762851194704723e-01 4.312523829885811510e-02
1.000000000000000056e-01 2.299999999999999822e+00 -5.840076819427318135e-03 2.710243643273857472e+01 1.327023957277829957e+00 -8.977676287171606484e-01 4.586115473139114329e-02
1.000000000000000056e-01 2.399999999999999467e+00 -5.865059296477834194e-03 2.603556330236281724e+01 1.343485233083551389e+00 -9.240732447235129321e-01 4.865132852562875643e-02
1.000000000000000056e-01 2.499999999999999112e+00 -5.889036508920674970e-03 2.496422770553859394e+01 1.359741814321965503e+00 -9.497285176477127111e-01 5.149384683286127584e-02
1.000000000000000056e-01 2.599999999999998757e+00 -5.912004347088424192e-03 2.388861326798969031e+01 1.375787823923564135e+00 -9.747658988262587476e-01 5.438676091875271207e-02
1.000000000000000056e-01 2.699999999999998401e+00 -5.933958874319294509e-03 2.280890434882843110e+01 1.391618848257926144e+00 -9.992151770030335278e-01 5.732808749932704478e-02
1.000000000000000056e-01 2.799999999999998046e+00 -5.954896327631858596e-03 2.172528600895670436e+01 1.407231662631757363e+00 -1.023103726485525833e+00 6.031581010064060444e-02
1.000000000000000056e-01 2.899999999999997691e+00 -5.974813118370020208e-03 2.063794397934673697e+01 1.422624008110246363e+00 -1.046456733022259389e+00 6.334788044120834294e-02
1.000000000000000056e-01 2.999999999999997335e+00 -5.993705832818110694e-03 1.954706462920700716e+01 1.437794409691268704e+00 -1.069297398338700411e+00 6.642221983623627923e-02
1.000000000000000056e-01 3.099999999999996980e+00 -6.011571232785991280e-03 1.845283493403879049e+01 1.452742027870053354e+00 -1.091647124702371796e+00 6.953672062269744547e-02
1.000000000000000056e-01 3.199999999999996625e+00 -6.028406256164077839e-03 1.735544244358875687e+01 1.467466537228026668e+00 -1.113525681090973052e+00 7.268924760427433740e-02
1.000000000000000056e-01 3.299999999999996270e+00 -6.044208017448177150e-03 1.625507524970313966e+01 1.481968026946986594e+00 -1.134951352595567675e+00 7.587763951517718930e-02
1.000000000000000056e-01 3.399999999999995914e+00 -6.058973808234070432e-03 1.515192195408902265e+01 1.496246919156370314e+00 -1.155941074660905787e+00 7.909971050183467467e-02
1.000000000000000056e-01 3.499999999999995559e+00 -6.072701097681721880e-03 1.404617163598821072e+01 1.510303901821564931e+00 -1.176510553683906890e+00 8.235325162144112310e-02
1.000000000000000056e-01 3.599999999999995204e+00 -6.085387532949063615e-03 1.293801381976926201e+01 1.524139873518302934e+00 -1.196674375383238065e+00 8.563603235633293620e-02
1.000000000000000056e-01 3.699999999999994849e+00 -6.097030939595270323e-03 1.182763844244322371e+01 1.537755897946361916e+00 -1.216446102233242677e+00 8.894580214315599143e-02
1.000000000000000056e-01 3.799999999999994493e+00 -6.107629321953457653e-03 1.071523582110862982e+01 1.551153166442077458e+00 -1.235838361133736241e+00 9.228029191577571955e-02
1.000000000000000056e-01 3.899999999999994138e+00 -6.117180863472736728e-03 9.600996620331377684e+00 1.564332967074773206e+00 -1.254862922369183176e+00 9.563721566087199366e-02
1.000000000000000056e-01 3.999999999999993783e+00 -6.125683927029566649e-03 8.485111819465027239e+00 1.577296659173835769e+00 -1.273530770799746747e+00 9.901427198515255768e-02
1.000000000000000056e-01 4.099999999999993427e+00 -6.133137055208357294e-03 7.367772679917154122e+00 1.590045652343920590e+00 -1.291852170124310861e+00 1.024091456931102845e-01
1.000000000000000056e-01 4.199999999999993072e+00 -6.139538970551273837e-03 6.249170712367356550e+00 1.602581389196042982e+00 -1.309836720962445744e+00 1.058195093742429205e-01
1.000000000000000056e-01 4.299999999999992717e+00 -6.144888575777178799e-03 5.129497643942543483e+00 1.614905331160219948e+00 -1.327493413418366686e+00 1.092430249986469232e-01
1.000000000000000056e-01 4.399999999999992362e+00 -6.149184953969715969e-03 4.008945385355114688e+00 1.627018946857351933e+00 -1.344830674714896146e+00 1.126773455198915863e-01
1.000000000000000056e-01 4.499999999999992006e+00 -6.152427368734464212e-03 2.887705998009680641e+00 1.638923702599266452e+00 -1.361856412418606110e+00 1.161201164840746924e-01
1.000000000000000056e-01 4.599999999999991651e+00 -6.154615264325159416e-03 1.765971661083955091e+00 1.650621054660347031e+00 -1.378578053718064300e+00 1.195689776439563673e-01
1.000000000000000056e-01 4.699999999999991296e+00 -6.155748265738943820e-03 6.439346385894549885e-01 1.662112443025166586e+00 -1.395002581164684452e+00 1.230215645770647015e-01
1.000000000000000056e-01 4.799999999999990941e+00 -6.155826178780638390e-03 -4.782127535823337272e-01 1.673399286366606953e+00 -1.411136565239357710e+00 1.264755103066637909e-01
1.000000000000000056e-01 4.899999999999990585e+00 -6.154848990096036497e-03 -1.600278180622686452e+00 1.684482978050147572e+00 -1.426986194067197733e+00 1.299284469244728346e-01
1.000000000000000056e-01 4.999999999999990230e+00 -6.152816867174186813e-03 -2.722069321771609651e+00 1.695364882993982247e+00 -1.442557300566693845e+00 1.333780072140239303e-01
1.000000000000000056e-01 5.099999999999989875e+00 -6.149730158318685372e-03 -3.843393903281405954e+00 1.706046335242710432e+00 -1.457855387287811499e+00 1.368218262735455548e-01
1.000000000000000056e-01 5.199999999999989519e+00 -6.145589392587981134e-03 -4.964059731372177708e+00 1.716528636135635555e+00 -1.472885649165560862e+00 1.402575431372591330e-01
1.000000000000000056e-01 5.299999999999989164e+00 -6.140395279704692448e-03 -6.083874725173627596e+00 1.726813052970014528e+00 -1.487652994390862071e+00 1.436828023939773213e-01
1.000000000000000056e-01 5.399999999999988809e+00 -6.134148709933961302e-03 -7.202646949647505181e+00 1.736900818075698405e+00 -1.502162063578723838e+00 1.470952558018941148e-01
1.000000000000000056e-01 5.499999999999988454e+00 -6.126850753930863577e-03 -8.320184648485058787e+00 1.746793128231002523e+00 -1.516417247394505896e+00 1.504925638984600245e-01
1.000000000000000056e-01 5.599999999999988098e+00 -6.118502662556902193e-03 -9.436296276973843433e+00 1.756491144360844192e+00 -1.530422702782005651e+00 1.538723976042383479e-01
1.000000000000000056e-01 5.699999999999987743e+00 -6.109105866665605691e-03 -1.055079053482828222e+01 1.765995991467559145e+00 -1.544182367922062316e+00 1.572324398196432438e-01
1.000000000000000056e-01 5.799999999999987388e+00 -6.098661976857287781e-03 -1.166347639897832345e+01 1.775308758752657257e+00 -1.557699976037031808e+00 1.605703870134647659e-01
1.000000000000000056e-01 5.899999999999987033e+00 -6.087172783202987776e-03 -1.277416315631056598e+01 1.784430499894376521e+00 -1.570979068144660706e+00 1.638839508020918379e-01
1.000000000000000056e-01 5.999999999999986677e+00 -6.074640254937655262e-03 -1.388266043635628755e+01 1.793362233451435861e+00 -1.584023004854399286e+00 1.671708595183506729e-01
1.000000000000000056e-01 6.099999999999986322e+00 -6.061066540122624080e-03 -1.498877824392072178e+01 1.802104943368047385e+00 -1.596834977289869117e+00 1.704288597688828344e-01
1.000000000000000056e-01 6.199999999999985967e+00 -6.046453965277444158e-03 -1.609232699164803648e+01 1.810659579559199983e+00 -1.609418017212901564e+00 1.736557179789955108e-01
