0.000000000000000000e+00 9.999999999854480848e-01 1.288185292016779262e-14 -3.982810293805024488e-19 1.288185292016779262e-14
1.000000000000000000e+00 1.247133468346873997e+00 3.115781053911798049e-01 1.138389770635512832e-01 3.115781053911798049e-01
2.000000000000000000e+00 -7.907305425032973289e-01 1.956286327094546085e+00 -8.788552986379727372e-01 1.956286327094546085e+00
3.000000000000000000e+00 1.063424364077945938e+00 1.984087542056797993e-01 -2.355195101281424286e-01 1.984087542056797993e-01
4.000000000000000000e+00 9.939400837756693363e-01 7.876509278840482242e-02 -3.726798980533203576e-01 7.876509278840482242e-02
5.000000000000000000e+00 9.479676054615993053e-01 1.671849751767027215e-01 -3.630738368374295533e-01 1.671849751767027215e-01
6.000000000000000000e+00 1.098083980628871359e+00 5.057939044959439689e-01 -1.480278590752277523e-01 5.057939044959439689e-01
7.000000000000000000e+00 1.554074982894235291e+00 1.060797712221810851e+00 8.738258350786054507e-02 1.060797712221810851e+00
8.000000000000000000e+00 1.980557534647232387e+00 1.436055958793192922e+00 1.229848617731477134e-02 1.436055958793192922e+00
9.000000000000000000e+00 1.905173265473422362e+00 1.276175748824134093e+00 -3.394873431352607440e-01 1.276175748824134093e+00
1.000000000000000000e+01 1.444432755466550589e+00 7.901423738415848108e-01 -6.161762664487469010e-01 7.901423738415848108e-01
1.100000000000000000e+01 1.029960143827338470e+00 4.004978944330942481e-01 -7.150124566760496236e-01 4.004978944330942481e-01
1.200000000000000000e+01 8.018316749148652889e-01 2.427174800510884800e-01 -7.495907748816534877e-01 2.427174800510884800e-01
1.300000000000000000e+01 6.777804210214526393e-01 1.971820516657563638e-01 -7.805026077767251991e-01 1.971820516657563638e-01
1.400000000000000000e+01 5.887038279870466795e-01 1.715750068766422332e-01 -8.046831909159664065e-01 1.715750068766422332e-01
1.500000000000000000e+01 5.321149888259242289e-01 1.578248651324195839e-01 -8.287953747203573585e-01 1.578248651324195839e-01
1.600000000000000000e+01 5.572311794057895895e-01 2.470240854217305992e-01 -9.279941601926111616e-01 2.470240854217305992e-01
1.700000000000000000e+01 6.671529468476364855e-01 5.951586044636258954e-01 -1.251111578771087807e+00 5.951586044636258954e-01
1.800000000000000000e+01 6.543628056444958929e-01 1.063510636996273018e+00 -1.756737569201504812e+00 1.063510636996273018e+00
1.900000000000000000e+01 3.993215857117320411e-01 1.237398317750856735e+00 -2.007815266435500234e+00 1.237398317750856735e+00
2.000000000000000000e+01 9.914883857027234626e-02 9.465605647423278590e-01 -1.726312678096292075e+00 9.465605647423278590e-01
2.100000000000000000e+01 6.045463149530405644e-02 5.117034065393057940e-01 -1.215340795024530962e+00 5.117034065393057940e-01
2.200000000000000000e+01 1.458723178880063642e-01 2.657623315093280425e-01 -9.073503592371707782e-01 2.657623315093280425e-01
