0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 9.981026031216346794e-01 -6.489269915350594220e-02 9.981026031216346794e-01 -6.489269915350594220e-02 9.981026031216346794e-01 -6.489269915350594220e-02 9.977750000618643700e-01 -6.546126308092616031e-02 9.977749655911958282e-01 -6.546126008553865283e-02 9.977749655911958282e-01 -6.546126008553865283e-02 9.977749655911958282e-01 -6.546126008553865283e-02
2.000000000000000000e+00 9.923137555532242082e-01 -1.298057312940449348e-01 9.923137555532242082e-01 -1.298057312940449348e-01 9.923137555532242082e-01 -1.298057312940449348e-01 9.913168837801136224e-01 -1.305804914333350830e-01 9.913168525027815647e-01 -1.305804857167449928e-01 9.913168525027815647e-01 -1.305804857167449928e-01 9.913168525027815647e-01 -1.305804857167449928e-01
3.000000000000000000e+00 9.823800156985877940e-01 -1.946314757644445337e-01 9.823800156985877940e-01 -1.946314757644445337e-01 9.823800156985877940e-01 -1.946314757644445337e-01 9.806312939748473845e-01 -1.951220240974545217e-01 9.806312634908294079e-01 -1.951220161150781229e-01 9.806312634908294079e-01 -1.951220161150781229e-01 9.806312634908294079e-01 -1.951220161150781229e-01
4.000000000000000000e+00 9.680038200598063414e-01 -2.590379227260118378e-01 9.680038200598063414e-01 -2.590379227260118378e-01 9.680038200598063414e-01 -2.590379227260118378e-01 9.657640511144365281e-01 -2.588295891003525862e-01 9.657640207949071964e-01 -2.588295806534743893e-01 9.657640207949071964e-01 -2.588295806534743893e-01 9.657640207949071964e-01 -2.588295806534743893e-01
5.000000000000000000e+00 9.490231395260724234e-01 -3.224594155059689604e-01 9.490231395260724234e-01 -3.224594155059689604e-01 9.490231395260724234e-01 -3.224594155059689604e-01 9.467787967749732303e-01 -3.214310453549347746e-01 9.467787669681151375e-01 -3.214310345377270339e-01 9.467787669681151375e-01 -3.214310345377270339e-01 9.467787669681151375e-01 -3.214310345377270339e-01
6.000000000000000000e+00 9.255849361627291882e-01 -3.842469784354932694e-01 9.255849361627291882e-01 -3.842469784354932694e-01 9.255849361627291882e-01 -3.842469784354932694e-01 9.237492054000060460e-01 -3.826604217135609609e-01 9.237491764616702072e-01 -3.826604075501097157e-01 9.237491764616702072e-01 -3.826604075501097157e-01 9.237491764616702072e-01 -3.826604075501097157e-01
7.000000000000000000e+00 8.981310624862710590e-01 -4.439636001836390622e-01 8.981310624862710590e-01 -4.439636001836390622e-01 8.981310624862710590e-01 -4.439636001836390622e-01 8.967440383359189804e-01 -4.422793014214305152e-01 8.967440090884756243e-01 -4.422792860769390044e-01 8.967440090884756243e-01 -4.422792860769390044e-01 8.967440090884756243e-01 -4.422792860769390044e-01
8.000000000000000000e+00 8.670694565197175629e-01 -5.015448070004695502e-01 8.670694565197175629e-01 -5.015448070004695502e-01 8.670694565197175629e-01 -5.015448070004695502e-01 8.659117694835225532e-01 -4.999895529208313039e-01 8.659117411475055759e-01 -4.999895347875728535e-01 8.659117411475055759e-01 -4.999895347875728535e-01 8.659117411475055759e-01 -4.999895347875728535e-01
9.000000000000000000e+00 8.324869982891744957e-01 -5.570067363632972279e-01 8.324869982891744957e-01 -5.570067363632972279e-01 8.324869982891744957e-01 -5.570067363632972279e-01 8.313574955318797643e-01 -5.555967272831497938e-01 8.313574683375747343e-01 -5.555967079239827466e-01 8.313574683375747343e-01 -5.555967079239827466e-01 8.313574683375747343e-01 -5.555967079239827466e-01
1.000000000000000000e+01 7.943804290546131464e-01 -6.101372213760042351e-01 7.943804290546131464e-01 -6.101372213760042351e-01 7.943804290546131464e-01 -6.101372213760042351e-01 7.931994967122671936e-01 -6.088036121784452526e-01 7.931994698091368035e-01 -6.088035913955087697e-01 7.931994698091368035e-01 -6.088035913955087697e-01 7.931994698091368035e-01 -6.088035913955087697e-01
1.100000000000000000e+01 7.528874072575386656e-01 -6.606614468221950753e-01 7.528874072575386656e-01 -6.606614468221950753e-01 7.528874072575386656e-01 -6.606614468221950753e-01 7.516525896572133769e-01 -6.593637259741602641e-01 7.516525633934011408e-01 -6.593637031415391370e-01 7.516525633934011408e-01 -6.593637031415391370e-01 7.516525633934011408e-01 -6.593637031415391370e-01
1.200000000000000000e+01 7.081919830358274215e-01 -7.083626227026482702e-01 7.081919830358274215e-01 -7.083626227026482702e-01 7.081919830358274215e-01 -7.083626227026482702e-01 7.069193944353809878e-01 -7.070901376413847306e-01 7.069193696042797015e-01 -7.070901128036688466e-01 7.069193696042797015e-01 -7.070901128036688466e-01 7.069193696042797015e-01 -7.070901128036688466e-01
1.300000000000000000e+01 6.604799991661119973e-01 -7.530465381001747449e-01 6.604799991661119973e-01 -7.530465381001747449e-01 6.604799991661119973e-01 -7.530465381001747449e-01 6.591821837585163379e-01 -7.518118959320386763e-01 6.591821609338718302e-01 -7.518118696644080501e-01 6.591821609338718302e-01 -7.518118696644080501e-01 6.591821609338718302e-01 -7.518118696644080501e-01
1.400000000000000000e+01 6.099457096208855678e-01 -7.945273687687690600e-01 6.099457096208855678e-01 -7.945273687687690600e-01 6.099457096208855678e-01 -7.945273687687690600e-01 6.086119204931170756e-01 -7.933466513810978338e-01 6.086118997169688294e-01 -7.933466244769034059e-01 6.086118997169688294e-01 -7.933466244769034059e-01 6.086118997169688294e-01 -7.933466244769034059e-01
1.500000000000000000e+01 5.568060604114379863e-01 -8.326210819432304788e-01 5.568060604114379863e-01 -8.326210819432304788e-01 5.568060604114379863e-01 -8.326210819432304788e-01 5.553956416429925991e-01 -8.314917007519346814e-01 5.553956222877159954e-01 -8.314916735557208449e-01 5.553956222877159954e-01 -8.314916735557208449e-01 5.553956222877159954e-01 -8.314916735557208449e-01
1.600000000000000000e+01 5.013360386880130193e-01 -8.671904344147891575e-01 5.013360386880130193e-01 -8.671904344147891575e-01 5.013360386880130193e-01 -8.671904344147891575e-01 4.997801752396082708e-01 -8.660323233566634693e-01 4.997801571133062004e-01 -8.660322950146159826e-01 4.997801571133062004e-01 -8.660322950146159826e-01 4.997801571133062004e-01 -8.660322950146159826e-01
1.700000000000000000e+01 4.437470704869829752e-01 -8.982390474453539886e-01 4.437470704869829752e-01 -8.982390474453539886e-01 4.437470704869829752e-01 -8.982390474453539886e-01 4.420625634855829267e-01 -8.968507217189123359e-01 4.420625481520611966e-01 -8.968506924733524732e-01 4.420625481520611966e-01 -8.968506924733524732e-01 4.420625481520611966e-01 -8.968506924733524732e-01
1.800000000000000000e+01 3.840224686669844179e-01 -9.256789766916067030e-01 3.840224686669844179e-01 -9.256789766916067030e-01 3.840224686669844179e-01 -9.256789766916067030e-01 3.824370696572861328e-01 -9.238413261758015027e-01 3.824370554951673773e-01 -9.238412972304178572e-01 3.824370554951673773e-01 -9.238412972304178572e-01 3.824370554951673773e-01 -9.238412972304178572e-01
1.900000000000000000e+01 3.222278298591855772e-01 -9.491013748710522835e-01 3.222278298591855772e-01 -9.491013748710522835e-01 3.222278298591855772e-01 -9.491013748710522835e-01 3.212022367973940140e-01 -9.468562237415016902e-01 3.212022259878349328e-01 -9.468561939467048383e-01 3.212022259878349328e-01 -9.468561939467048383e-01 3.212022259878349328e-01 -9.468561939467048383e-01
