0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 6.28e+00 3.88e-17 6.28e+00 1.35e-16 0.00e+00 0.00e+00 6.28e+00 6.36e-17 0.00e+00 0.00e+00 5.07e-20 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 6.28e+00 0.00e+00 3.76e-17 0.00e+00 0.00e+00 6.28e+00 5.62e-17 0.00e+00 0.00e+00 0.00e+00 6.28e+00 6.28e+00 6.28e+00 1.66e-20 0.00e+00 0.00e+00 0.00e+00 0.00e+00 6.28e+00 0.00e+00 9.98e-17 0.00e+00 0.00e+00 0.00e+00 0.00e+00 6.28e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 6.28e+00 0.00e+00 0.00e+00 6.28e+00 0.00e+00 0.00e+00 0.00e+00 6.28e+00
6.28e+00 1.04e-16 6.24e-17 6.28e+00 5.87e-18 0.00e+00 0.00e+00 6.28e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 6.28e+00 0.00e+00 1.68e-17 0.00e+00 0.00e+00 0.00e+00 4.88e-17 0.00e+00 1.64e-17 5.52e-17 9.47e-17 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 5.50e-17 5.35e-17 0.00e+00 5.35e-17 0.00e+00 5.76e-17 0.00e+00 6.28e+00 0.00e+00 8.27e-17 0.00e+00 0.00e+00 0.00e+00 6.28e+00 0.00e+00 0.00e+00 0.00e+00 6.28e+00 6.28e+00 6.28e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 3.79e-17 6.24e-17 0.00e+00
6.28e+00 0.00e+00 0.00e+00 0.00e+00 6.28e+00 6.28e+00 6.28e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 6.28e+00 0.00e+00 0.00e+00 6.28e+00 0.00e+00 0.00e+00 0.00e+00 6.28e+00 9.49e-17 0.00e+00 0.00e+00 6.28e+00 0.00e+00 5.77e-17 0.00e+00 5.37e-17 0.00e+00 6.28e+00 6.28e+00 5.77e-17 0.00e+00 6.28e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 6.28e+00 0.00e+00 0.00e+00 0.00e+00 6.28e+00 6.28e+00 0.00e+00 6.23e-17 0.00e+00 6.20e-17 6.28e+00 0.00e+00 0.00e+00 6.28e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00
0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 6.28e+00 0.00e+00 0.00e+00 6.28e+00 0.00e+00 0.00e+00 0.00e+00 6.28e+00 0.00e+00 5.23e-17 8.04e-17 0.00e+00 6.28e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 4.25e-17 0.00e+00 0.00e+00 0.00e+00 0.00e+00 6.28e+00 0.00e+00 1.21e-32 0.00e+00 0.00e+00 0.00e+00 6.28e+00 0.00e+00 0.00e+00 0.00e+00 6.28e+00 0.00e+00 6.28e+00 0.00e+00 5.02e-17 0.00e+00 0.00e+00 6.28e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 4.61e-17 0.00e+00 0.00e+00 0.00e+00 6.09e-17 0.00e+00 0.00e+00 0.00e+00 0.00e+00
0.00e+00 0.00e+00 0.00e+00 0.00e+00 6.28e+00 0.00e+00 6.28e+00 0.00e+00 0.00e+00 9.70e-17 0.00e+00 6.28e+00 3.37e-17 0.00e+00 6.28e+00 6.28e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 5.98e-17 0.00e+00 0.00e+00 0.00e+00 3.60e-17 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 5.96e-17 6.28e+00 0.00e+00 3.60e-17 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 2.15e-17 0.00e+00 6.28e+00 0.00e+00 6.28e+00 0.00e+00 6.28e+00 0.00e+00 6.28e+00 0.00e+00 0.00e+00 6.28e+00 6.28e+00 4.11e-17 6.41e-17 0.00e+00 0.00e+00 6.28e+00 0.00e+00
0.00e+00 0.00e+00 0.00e+00 8.85e-17 5.48e-17 0.00e+00 0.00e+00 0.00e+00 0.00e+00 6.28e+00 7.22e-17 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 6.28e+00 6.28e+00 6.28e+00 0.00e+00 0.00e+00 0.00e+00 3.88e-17 0.00e+00 6.28e+00 0.00e+00 0.00e+00 6.28e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 6.28e+00 0.00e+00 0.00e+00 0.00e+00 2.78e-20 6.28e+00 0.00e+00 6.28e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 6.28e+00
5.74e-17 0.00e+00 0.00e+00 0.00e+00 3.03e-17 0.00e+00 0.00e+00 0.00e+00 6.28e+00 6.28e+00 3.99e-17 0.00e+00 0.00e+00 5.84e-17 0.00e+00 0.00e+00 0.00e+00 0.00e+00 1.57e-17 5.11e-17 0.00e+00 0.00e+00 6.28e+00 0.00e+00 0.00e+00 0.00e+00 6.28e+00 6.28e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 7.42e-17 6.28e+00 6.28e+00 6.28e+00 6.28e+00 0.00e+00 0.00e+00 8.45e-17 5.11e-17 0.00e+00 0.00e+00 0.00e+00 6.55e-17 6.28e+00 6.28e+00 6.28e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 6.28e+00 6.28e+00 3.73e-20 0.00e+00 4.89e-17 0.00e+00 0.00e+00
0.00e+00 0.00e+00 4.55e-17 0.00e+00 6.28e+00 6.28e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 6.28e+00 0.00e+00 0.00e+00 0.00e+00 6.28e+00 6.28e+00 6.28e+00 0.00e+00 5.78e-17 0.00e+00 0.00e+00 0.00e+00 6.28e+00 0.00e+00 4.85e-17 0.00e+00 0.00e+00 0.00e+00 0.00e+00 6.87e-32 0.00e+00 0.00e+00 0.00e+00 6.28e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 6.28e+00 0.00e+00 5.78e-17 0.00e+00 0.00e+00 6.28e+00 6.28e+00 6.28e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 6.28e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00
0.00e+00 0.00e+00 0.00e+00 0.00e+00 6.28e+00 0.00e+00 0.00e+00 0.00e+00 5.59e-17 0.00e+00 6.28e+00 6.28e+00 0.00e+00 7.66e-17 5.68e-17 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 9.33e-17 0.00e+00 6.28e+00 6.28e+00 0.00e+00 0.00e+00 9.73e-17 0.00e+00 0.00e+00 0.00e+00 0.00e+00 6.28e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 9.33e-17 0.00e+00 6.70e-17 6.28e+00 2.59e-17 0.00e+00 0.00e+00 0.00e+00 0.00e+00 6.28e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 6.28e+00 0.00e+00 0.00e+00 0.00e+00 4.42e-17
0.00e+00 0.00e+00 6.28e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 1.66e-17 1.12e-17 0.00e+00 0.00e+00 6.28e+00 6.28e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 6.58e-17 0.00e+00 0.00e+00 0.00e+00 3.69e-17 0.00e+00 0.00e+00 0.00e+00 6.28e+00 6.28e+00 0.00e+00 2.69e-17 6.28e+00 5.78e-17 6.16e-17 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 6.58e-17 0.00e+00 4.90e-17 6.28e+00 9.80e-18 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 6.28e+00 6.28e+00 0.00e+00 6.28e+00 0.00e+00 0.00e+00 3.81e-17 1.57e-17 1.31e-17
