0.000000000000000000e+00 9.999999997089616954e-01 2.610487662194421052e-14 1.188458854760925222e-18 2.610487662194421052e-14
1.000000000000000000e+00 1.033359818742610514e+00 4.676151914780012075e-02 -7.462040927930502221e-02 4.676151914780012075e-02
2.000000000000000000e+00 1.020471789059229195e+00 4.609185939135066606e-02 -1.288305877678794786e-01 4.609185939135066606e-02
3.000000000000000000e+00 1.013354838010855019e+00 4.638211161889865125e-02 -1.968160845935926773e-01 4.638211161889865125e-02
4.000000000000000000e+00 9.950541665311902761e-01 4.615117419343758853e-02 -2.649618855502922088e-01 4.615117419343758853e-02
5.000000000000000000e+00 9.765366406063549221e-01 4.627860023786305871e-02 -3.266164633969310671e-01 4.627860023786305871e-02
6.000000000000000000e+00 9.532880004844628274e-01 4.637876371785581986e-02 -3.902985672466456890e-01 4.637876371785581986e-02
7.000000000000000000e+00 9.251193366362713277e-01 4.638613132185916144e-02 -4.513199875218560919e-01 4.638613132185916144e-02
8.000000000000000000e+00 8.928384002065286040e-01 4.635596895458216071e-02 -5.109223461768124253e-01 4.635596895458216071e-02
9.000000000000000000e+00 8.554417687992099673e-01 4.626059900924620050e-02 -5.683392335777170956e-01 4.626059900924620050e-02
1.000000000000000000e+01 8.153597837663255632e-01 4.619849841094299941e-02 -6.233356682932935655e-01 4.619849841094299941e-02
1.100000000000000000e+01 7.709249872423242778e-01 4.611096774681854027e-02 -6.757061205280479044e-01 4.611096774681854027e-02
1.200000000000000000e+01 7.242327384010422975e-01 4.607870131920010354e-02 -7.245488829212263227e-01 4.607870131920010354e-02
1.300000000000000000e+01 6.749229532433673739e-01 4.610685425110457036e-02 -7.706855043652467430e-01 4.610685425110457036e-02
1.400000000000000000e+01 6.230089844029862434e-01 4.613597779122068088e-02 -8.134191880235448480e-01 4.613597779122068088e-02
1.500000000000000000e+01 5.688826610276009887e-01 4.614644644253826367e-02 -8.532815760700032115e-01 4.614644644253826367e-02
1.600000000000000000e+01 5.117892656126059592e-01 4.611051817259685659e-02 -8.890120391151867807e-01 4.611051817259685659e-02
1.700000000000000000e+01 4.523785869823768735e-01 4.610531301669976850e-02 -9.209462500875815749e-01 4.610531301669976850e-02
1.800000000000000000e+01 3.910916095192078501e-01 4.612891908199865526e-02 -9.494954431429505348e-01 4.612891908199865526e-02
1.900000000000000000e+01 3.281398012913996354e-01 4.602648812966423503e-02 -9.730454608798027039e-01 4.602648812966423503e-02
2.000000000000000000e+01 2.660153885954059660e-01 4.614887824362706725e-02 -9.936518400209024549e-01 4.614887824362706725e-02
2.100000000000000000e+01 2.047586226544808596e-01 4.616907166522350725e-02 -1.009611148969270289e+00 4.616907166522350725e-02
2.200000000000000000e+01 1.395951493395841680e-01 4.678811806411383584e-02 -1.028069349355064332e+00 4.678811806411383584e-02
2.300000000000000000e+01 6.414173834309622180e-02 4.690529367411699208e-02 -1.032650801062118262e+00 4.690529367411699208e-02
2.400000000000000000e+01 -2.883529887594704633e-02 6.190058494403240241e-02 -1.008423776249401271e+00 6.190058494403240241e-02
2.500000000000000000e+01 -6.464637236786074936e-02 4.693683450156341253e-02 -1.032962873345240951e+00 4.693683450156341253e-02
2.600000000000000000e+01 -1.400529511010972783e-01 4.672319929585039971e-02 -1.027708687237463892e+00 4.672319929585039971e-02
2.700000000000000000e+01 -2.051904208346968517e-01 4.615334105699066963e-02 -1.009489888325333595e+00 4.615334105699066963e-02
2.800000000000000000e+01 -2.664829497516620904e-01 4.615379724486701890e-02 -9.934721265453845263e-01 4.615379724486701890e-02
2.900000000000000000e+01 -3.285966307448688895e-01 4.600744005340080128e-02 -9.728841575561091304e-01 4.600744005340080128e-02
3.000000000000000000e+01 -3.915572862169938162e-01 4.607542111304697985e-02 -9.493357375031337142e-01 4.607542111304697985e-02
3.100000000000000000e+01 -4.527910593315027654e-01 4.605619655121662853e-02 -9.207209743326529860e-01 4.605619655121662853e-02
3.200000000000000000e+01 -5.122081276495009661e-01 4.605028408943846741e-02 -8.887479412951506674e-01 4.605028408943846741e-02
3.300000000000000000e+01 -5.692924296890851110e-01 4.610569978630962851e-02 -8.529512967215850949e-01 4.610569978630962851e-02
3.400000000000000000e+01 -6.233887846465222538e-01 4.610516869528460265e-02 -8.131218774360604584e-01 4.610516869528460265e-02
3.500000000000000000e+01 -6.753201093233656138e-01 4.608169913417395347e-02 -7.703684116422664374e-01 4.608169913417395347e-02
3.600000000000000000e+01 -7.245504292077384889e-01 4.607073297064771811e-02 -7.241737308795563877e-01 4.607073297064771811e-02
3.700000000000000000e+01 -7.712692359054926783e-01 4.610974905560419335e-02 -6.753165840054862201e-01 4.610974905560419335e-02
3.800000000000000000e+01 -8.156620768713764846e-01 4.620392214950267556e-02 -6.229383464960847050e-01 4.620392214950267556e-02
3.900000000000000000e+01 -8.557265792624093592e-01 4.629250390257078768e-02 -5.678821719775442034e-01 4.629250390257078768e-02
4.000000000000000000e+01 -8.931461346801370382e-01 4.641878908137468673e-02 -5.104603150393813848e-01 4.641878908137468673e-02
4.100000000000000000e+01 -9.253935840097256005e-01 4.646584618807061279e-02 -4.508592400379711762e-01 4.646584618807061279e-02
4.200000000000000000e+01 -9.534570273826830089e-01 4.643936407996804294e-02 -3.898611982731381431e-01 4.643936407996804294e-02
4.300000000000000000e+01 -9.766574035165831447e-01 4.629959446704931536e-02 -3.261602417769609019e-01 4.629959446704931536e-02
4.400000000000000000e+01 -9.952120681409724057e-01 4.618607868222345675e-02 -2.645274696842534468e-01 4.618607868222345675e-02
4.500000000000000000e+01 -1.013458889967296273e+00 4.642184465172247837e-02 -1.962991873515420593e-01 4.642184465172247837e-02
4.600000000000000000e+01 -1.020580955955665559e+00 4.607778823361743242e-02 -1.282734112974139862e-01 4.607778823361743242e-02
4.700000000000000000e+01 -1.033711749070789665e+00 4.678821848732482580e-02 -7.389870854967739433e-02 4.678821848732482580e-02
4.800000000000000000e+01 -1.008668390393722802e+00 5.985673296221491468e-02 1.880409480236266972e-03 5.985673296221491468e-02
4.900000000000000000e+01 -1.032801858906168491e+00 4.673363889241108349e-02 7.527325912087690085e-02 4.673363889241108349e-02
5.000000000000000000e+01 -1.020429053169209510e+00 4.609628270574533948e-02 1.293815305834868923e-01 4.609628270574533948e-02
5.100000000000000000e+01 -1.013308770547155291e+00 4.638232224792433744e-02 1.973395661480026320e-01 4.638232224792433744e-02
