5.000000000000000240e-05 1.000000000000000000e+02 9.992399878519999668e-01
5.000000000000000240e-05 5.454545454545454675e+01 9.978182095790000261e-01
5.000000000000000240e-05 3.750000000000000000e+01 9.969774856319999490e-01
5.000000000000000240e-05 2.857142857142857295e+01 9.964615341079999800e-01
5.000000000000000240e-05 2.307692307692307665e+01 9.961173594340000381e-01
5.000000000000000240e-05 1.935483870967741993e+01 9.958725076219999695e-01
5.000000000000000240e-05 1.666666666666666785e+01 9.956897505349999733e-01
5.000000000000000240e-05 1.463414634146341520e+01 9.955482582879999764e-01
5.000000000000000240e-05 1.304347826086956452e+01 9.954355316040000012e-01
5.000000000000000240e-05 1.176470588235294201e+01 9.953436365479999548e-01
5.000000000000000240e-05 1.071428571428571352e+01 9.952673023070000013e-01
5.000000000000000240e-05 1.000000000000000000e+01 9.952149572030000169e-01
1.000000000000000048e-04 1.000000000000000000e+02 9.999481747999999781e-01
1.000000000000000048e-04 5.454545454545454675e+01 9.999752971530000423e-01
1.000000000000000048e-04 3.750000000000000000e+01 9.999496068540000282e-01
1.000000000000000048e-04 2.857142857142857295e+01 9.999298984079999508e-01
1.000000000000000048e-04 2.307692307692307665e+01 9.999152824839999676e-01
1.000000000000000048e-04 1.935483870967741993e+01 9.999042321079999462e-01
1.000000000000000048e-04 1.666666666666666785e+01 9.998956539750000205e-01
1.000000000000000048e-04 1.463414634146341520e+01 9.998888287079999992e-01
1.000000000000000048e-04 1.304347826086956452e+01 9.998832806940000095e-01
1.000000000000000048e-04 1.176470588235294201e+01 9.998786878850000059e-01
1.000000000000000048e-04 1.071428571428571352e+01 9.998748262190000347e-01
1.000000000000000048e-04 1.000000000000000000e+01 9.998721542289999986e-01
1.000000000000000021e-03 1.000000000000000000e+02 6.443774506330000040e-01
1.000000000000000021e-03 5.454545454545454675e+01 9.935613825839999524e-01
1.000000000000000021e-03 3.750000000000000000e+01 9.999939515360000142e-01
1.000000000000000021e-03 2.857142857142857295e+01 1.000000012309999908e+00
1.000000000000000021e-03 2.307692307692307665e+01 1.000000002469999982e+00
1.000000000000000021e-03 1.935483870967741993e+01 1.000000002469999982e+00
1.000000000000000021e-03 1.666666666666666785e+01 1.000000002469999982e+00
1.000000000000000021e-03 1.463414634146341520e+01 1.000000002469999982e+00
1.000000000000000021e-03 1.304347826086956452e+01 1.000000002469999982e+00
1.000000000000000021e-03 1.176470588235294201e+01 1.000000002469999982e+00
1.000000000000000021e-03 1.071428571428571352e+01 1.000000002469999982e+00
1.000000000000000021e-03 1.000000000000000000e+01 1.000000002469999982e+00
1.000000000000000021e-02 1.000000000000000000e+02 2.783792766709999866e-01
1.000000000000000021e-02 5.454545454545454675e+01 8.739307831720000141e-01
1.000000000000000021e-02 3.750000000000000000e+01 9.966551676849999541e-01
1.000000000000000021e-02 2.857142857142857295e+01 1.000523051300000077e+00
1.000000000000000021e-02 2.307692307692307665e+01 1.000026284150000055e+00
1.000000000000000021e-02 1.935483870967741993e+01 9.999980844629999810e-01
1.000000000000000021e-02 1.666666666666666785e+01 9.999997593399999607e-01
1.000000000000000021e-02 1.463414634146341520e+01 1.000000005119999980e+00
1.000000000000000021e-02 1.304347826086956452e+01 1.000000000200000017e+00
1.000000000000000021e-02 1.176470588235294201e+01 1.000000002189999959e+00
1.000000000000000021e-02 1.071428571428571352e+01 1.000000002599999993e+00
1.000000000000000021e-02 1.000000000000000000e+01 1.000000002399999977e+00
5.000000000000000278e-02 1.000000000000000000e+02 2.534544231929999891e-01
5.000000000000000278e-02 5.454545454545454675e+01 8.378066218249999864e-01
5.000000000000000278e-02 3.750000000000000000e+01 9.941763546770000515e-01
5.000000000000000278e-02 2.857142857142857295e+01 1.001375914450000071e+00
5.000000000000000278e-02 2.307692307692307665e+01 1.000115572639999950e+00
5.000000000000000278e-02 1.935483870967741993e+01 9.999843474030000179e-01
5.000000000000000278e-02 1.666666666666666785e+01 9.999958497800000012e-01
5.000000000000000278e-02 1.463414634146341520e+01 1.000000084170000081e+00
5.000000000000000278e-02 1.304347826086956452e+01 9.999997780239999745e-01
5.000000000000000278e-02 1.176470588235294201e+01 9.999999420239999992e-01
5.000000000000000278e-02 1.071428571428571352e+01 1.000000198790000017e+00
5.000000000000000278e-02 1.000000000000000000e+01 1.000000003130000037e+00
