0 0 0 0 0 0 0 0 0 0 2.17e-09 7.95e-08 0 0 0 0 0 0 0 7.95e-08 2.17e-09 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 2.18e-09 7.96e-08 0 0 0 0 0 0 0 7.96e-08 2.18e-09 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 2.19e-09 8.00e-08 0 0 0 0 0 0 0 8.00e-08 2.19e-09 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 2.20e-09 8.06e-08 0 0 0 0 0 0 0 8.06e-08 2.20e-09 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 2.23e-09 8.15e-08 0 0 0 0 0 0 0 8.15e-08 2.23e-09 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 2.26e-09 8.26e-08 0 0 0 0 0 0 0 8.26e-08 2.26e-09 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 2.30e-09 8.41e-08 0 0 0 0 0 0 0 8.41e-08 2.30e-09 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 2.35e-09 8.59e-08 0 0 0 0 0 0 0 8.59e-08 2.35e-09 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 2.40e-09 8.80e-08 0 0 0 0 0 0 0 8.80e-08 2.40e-09 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 2.47e-09 9.04e-08 1.01e-09 0 0 0 0 0 1.01e-09 9.04e-08 2.47e-09 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 2.55e-09 9.33e-08 1.04e-09 0 0 0 0 0 1.04e-09 9.33e-08 2.55e-09 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 2.64e-09 9.66e-08 1.07e-09 0 0 0 0 0 1.07e-09 9.66e-08 2.64e-09 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 2.75e-09 1.00e-07 1.11e-09 0 0 0 0 0 1.11e-09 1.00e-07 2.75e-09 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 2.87e-09 1.05e-07 1.16e-09 0 0 0 0 0 1.16e-09 1.05e-07 2.87e-09 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 3.00e-09 1.10e-07 1.20e-09 0 0 0 0 0 1.20e-09 1.10e-07 3.00e-09 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 3.16e-09 1.16e-07 1.26e-09 0 0 0 0 0 1.26e-09 1.16e-07 3.16e-09 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 3.34e-09 1.22e-07 1.32e-09 0 0 0 0 0 1.32e-09 1.22e-07 3.34e-09 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 3.55e-09 1.30e-07 1.40e-09 0 0 0 0 0 1.40e-09 1.30e-07 3.55e-09 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 3.79e-09 1.39e-07 1.48e-09 0 0 0 0 0 1.48e-09 1.39e-07 3.79e-09 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 4.07e-09 1.49e-07 1.57e-09 0 0 0 0 0 1.57e-09 1.49e-07 4.07e-09 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 4.40e-09 1.61e-07 1.68e-09 0 0 0 0 0 1.68e-09 1.61e-07 4.40e-09 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 4.78e-09 1.75e-07 1.80e-09 0 0 0 0 0 1.80e-09 1.75e-07 4.78e-09 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 5.24e-09 1.91e-07 1.93e-09 0 0 0 0 0 1.93e-09 1.91e-07 5.24e-09 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 5.78e-09 2.11e-07 2.09e-09 0 0 0 0 0 2.09e-09 2.11e-07 5.78e-09 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 6.44e-09 2.35e-07 2.27e-09 0 0 0 0 0 2.27e-09 2.35e-07 6.44e-09 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 7.23e-09 2.64e-07 2.48e-09 0 0 0 0 0 2.48e-09 2.64e-07 7.23e-09 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 8.22e-09 3.00e-07 2.73e-09 0 0 0 0 0 2.73e-09 3.00e-07 8.22e-09 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 9.45e-09 3.45e-07 3.03e-09 0 0 0 0 0 3.03e-09 3.45e-07 9.45e-09 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 1.10e-08 4.01e-07 3.24e-09 0 0 0 0 0 3.24e-09 4.01e-07 1.10e-08 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 1.31e-08 4.74e-07 2.57e-09 0 2.64e-09 3.96e-09 2.64e-09 0 2.57e-09 4.74e-07 1.31e-08 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 1.57e-08 5.70e-07 3.05e-09 1.43e-08 4.84e-08 7.27e-08 4.84e-08 1.43e-08 3.05e-09 5.70e-07 1.57e-08 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 1.93e-08 7.17e-07 4.24e-08 1.99e-07 6.73e-07 1.01e-06 6.73e-07 1.99e-07 4.24e-08 7.17e-07 1.93e-08 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 2.40e-08 1.03e-06 3.54e-07 2.10e-06 7.09e-06 1.06e-05 7.09e-06 2.10e-06 3.54e-07 1.03e-06 2.40e-08 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 3.02e-08 1.89e-06 2.27e-06 1.67e-05 5.67e-05 8.51e-05 5.67e-05 1.67e-05 2.27e-06 1.89e-06 3.02e-08 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 3.82e-08 4.21e-06 1.29e-05 1.01e-04 3.43e-04 5.15e-04 3.43e-04 1.01e-04 1.29e-05 4.21e-06 3.82e-08 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 4.79e-08 9.67e-06 5.99e-05 4.66e-04 1.58e-03 2.37e-03 1.58e-03 4.66e-04 5.99e-05 9.67e-06 4.79e-08 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 5.89e-08 2.02e-05 2.12e-04 1.62e-03 5.48e-03 8.23e-03 5.48e-03 1.62e-03 2.12e-04 2.02e-05 5.89e-08 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 7.02e-08 3.64e-05 5.64e-04 4.27e-03 1.45e-02 2.17e-02 1.45e-02 4.27e-03 5.64e-04 3.64e-05 7.02e-08 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 8.02e-08 5.58e-05 1.12e-03 8.54e-03 2.89e-02 4.34e-02 2.89e-02 8.54e-03 1.12e-03 5.58e-05 8.02e-08 0 0 0 0 0 0 0 0 0 0
