5.000000000000000000e-01 9.927781112489999504e-01 1.707452593559999907e-03
1.000000000000000000e+00 9.604132398960000261e-01 1.794989995240000094e-03
1.500000000000000000e+00 9.144521877169999868e-01 2.174905347539999798e-03
2.000000000000000000e+00 8.628620151429999829e-01 1.940699634950000070e-03
2.500000000000000000e+00 8.173889107999999792e-01 2.252565645929999801e-03
3.000000000000000000e+00 7.736152745779999451e-01 1.905032389259999964e-03
3.500000000000000000e+00 7.408025600019999546e-01 1.919151252500000092e-03
4.000000000000000000e+00 7.075592018659999649e-01 1.597113272249999936e-03
4.500000000000000000e+00 6.806082483380000436e-01 2.631089145150000176e-03
5.000000000000000000e+00 6.545682288709999685e-01 2.403911646110000033e-03
5.500000000000000000e+00 6.320544593039999492e-01 2.148462683689999868e-03
6.000000000000000000e+00 6.146665364500000228e-01 2.040721830850000026e-03
6.500000000000000000e+00 5.904109328990000405e-01 1.906010704739999947e-03
7.000000000000000000e+00 5.750539693980000200e-01 1.973539086819999823e-03
7.500000000000000000e+00 5.565319750460000492e-01 1.803542564890000003e-03
8.000000000000000000e+00 5.423671789470000393e-01 1.722912743910000061e-03
8.500000000000000000e+00 5.273878518489999445e-01 2.345768942489999918e-03
9.000000000000000000e+00 5.127985347060000088e-01 2.518338121330000040e-03
9.500000000000000000e+00 5.009829653430000196e-01 2.539608201659999953e-03
1.000000000000000000e+01 4.952917322520000165e-01 2.326166975310000034e-03
