0.000000000000000000e+00 1.432244384680000091e-04 1.434104054669999928e-04 1.429981742139999990e-04 1.431657562499999892e-04 1.430232837229999986e-04 1.430975497049999867e-04 1.424871840080000056e-04 1.416629100590000012e-04 1.432029671120000095e-04
1.000000000000000000e+00 1.899829006339999937e-04 1.902079231349999909e-04 1.896540787729999880e-04 1.899554325840000131e-04 1.896835774630000046e-04 1.898536637850000016e-04 1.890405285590000004e-04 1.878282334479999902e-04 1.899354156899999899e-04
2.000000000000000000e+00 2.411021459739999876e-04 2.413198264680000056e-04 2.406985735900000058e-04 2.411445976360000081e-04 2.405355059100000093e-04 2.409663845159999967e-04 2.400001959630000106e-04 2.384654972950000075e-04 2.412376143799999941e-04
3.000000000000000000e+00 2.881232545240000132e-04 2.890722696369999833e-04 2.880877429680000243e-04 2.883858470230000223e-04 2.879908779960000265e-04 2.882131194869999927e-04 2.874309309369999909e-04 2.860400772439999797e-04 2.901258374109999907e-04
4.000000000000000000e+00 3.241440341179999888e-04 3.250961665129999817e-04 3.239449797400000127e-04 3.238788252649999920e-04 3.237637308099999963e-04 3.239748040479999863e-04 3.246769931940000041e-04 3.233501935599999771e-04 3.282082925640000164e-04
5.000000000000000000e+00 3.441773536679999779e-04 3.462310761190000048e-04 3.446410813110000024e-04 3.463058051309999955e-04 3.459840523989999878e-04 3.455299169980000128e-04 3.484519201619999825e-04 3.480601915270000140e-04 3.527558412430000174e-04
6.000000000000000000e+00 3.548793221899999959e-04 3.582027704790000013e-04 3.544458797679999858e-04 3.555652292439999917e-04 3.584042933440000165e-04 3.546178746499999927e-04 3.603624059499999912e-04 3.620449547050000111e-04 3.657175598390000233e-04
7.000000000000000000e+00 3.615259450399999964e-04 3.643754727559999902e-04 3.620723174190000051e-04 3.613195019600000152e-04 3.629054477700000155e-04 3.572551728809999962e-04 3.660582370030000137e-04 3.743570269619999821e-04 3.764706406920000016e-04
8.000000000000000000e+00 3.629308169100000096e-04 3.618026942589999966e-04 3.602666216220000049e-04 3.647675266819999868e-04 3.665795734180000011e-04 3.639637691959999970e-04 3.700045787970000235e-04 3.840167197760000232e-04 3.875438557989999838e-04
9.000000000000000000e+00 3.610376727350000101e-04 3.567375439809999851e-04 3.608908559209999785e-04 3.615278422109999929e-04 3.648397356519999775e-04 3.695957539659999996e-04 3.732401725489999881e-04 4.007121199100000149e-04 4.019326546210000121e-04
1.000000000000000000e+01 3.596734065709999810e-04 3.608366457239999990e-04 3.574021271990000218e-04 3.621102829410000165e-04 3.730075529269999911e-04 3.625630787440000270e-04 3.731164575470000133e-04 4.152684419060000153e-04 4.098253353680000270e-04
1.100000000000000000e+01 3.643570485799999892e-04 3.753638828789999742e-04 3.478322672979999907e-04 3.710723646579999909e-04 3.624493124240000131e-04 3.583223589689999810e-04 3.734738926510000265e-04 4.268986100950000100e-04 4.287875532330000196e-04
1.200000000000000000e+01 3.553535904490000069e-04 3.805293652959999937e-04 3.553610870869999936e-04 3.812415292309999978e-04 3.551053952450000141e-04 3.386920866480000025e-04 3.675610536230000018e-04 4.297379987779999981e-04 4.429315187979999805e-04
1.300000000000000000e+01 3.639994258890000061e-04 3.410477474570000242e-04 3.586071700750000264e-04 3.748900922599999975e-04 3.589125860879999858e-04 3.580216317339999978e-04 3.620445693550000004e-04 4.151752969129999865e-04 4.321482767939999756e-04
1.400000000000000000e+01 3.655058756970000120e-04 3.449652537090000179e-04 3.367955805709999971e-04 4.422845167309999849e-04 3.718880452289999761e-04 3.357323856370000251e-04 3.832405375560000082e-04 4.303209689290000083e-04 4.175768862409999808e-04
