0.000000000000000000e+00 1.846031673150000081e-03 1.832053956600000104e-03 1.859937205579999947e-03 1.879609875330000074e-03 1.863190416509999912e-03 1.860268234100000010e-03 1.853905372270000075e-03 1.886103019390000107e-03 1.863888249029999923e-03
1.000000000000000000e+00 2.438020486840000115e-03 2.420530489649999964e-03 2.456504224629999910e-03 2.484623526829999804e-03 2.461206287879999857e-03 2.458211635009999955e-03 2.449491860509999883e-03 2.491396189230000047e-03 2.462441775239999908e-03
2.000000000000000000e+00 3.077739472179999870e-03 3.056959795160000062e-03 3.103749813180000164e-03 3.140877616539999861e-03 3.109262166810000064e-03 3.102239469530000075e-03 3.093898995080000044e-03 3.148880491880000007e-03 3.112190332739999971e-03
3.000000000000000000e+00 3.668973080859999972e-03 3.643741025619999865e-03 3.705483024809999842e-03 3.748617426910000067e-03 3.715319346419999804e-03 3.703606848040000114e-03 3.694468854470000195e-03 3.761931806330000207e-03 3.730144431819999804e-03
4.000000000000000000e+00 4.142353441759999769e-03 4.113358053119999837e-03 4.182974920559999650e-03 4.239267921080000154e-03 4.184487252720000064e-03 4.187386598110000302e-03 4.199174792999999829e-03 4.265822694110000222e-03 4.244539910280000113e-03
5.000000000000000000e+00 4.481547358640000298e-03 4.463633157509999672e-03 4.524737698699999797e-03 4.581133826539999891e-03 4.537801565590000342e-03 4.538744940589999922e-03 4.582361599189999773e-03 4.641847657329999620e-03 4.655441411410000431e-03
6.000000000000000000e+00 4.683250098900000082e-03 4.692359540100000427e-03 4.732250855749999853e-03 4.808958105019999971e-03 4.746171673830000028e-03 4.747731045709999848e-03 4.876127672030000290e-03 4.945802959429999868e-03 4.988242309330000353e-03
7.000000000000000000e+00 4.792923688279999983e-03 4.853885846239999573e-03 4.879808553569999971e-03 4.959084579340000340e-03 4.903201504880000047e-03 4.898967916499999756e-03 5.065970316130000151e-03 5.241536640459999903e-03 5.311230571609999902e-03
8.000000000000000000e+00 4.979782653569999641e-03 5.005586042040000190e-03 5.004156147820000219e-03 5.159929110859999730e-03 5.063876929420000304e-03 4.995510890789999804e-03 5.255881510489999672e-03 5.558787377179999836e-03 5.711423942879999965e-03
9.000000000000000000e+00 5.235245244470000149e-03 5.210429850820000319e-03 5.296802413230000325e-03 5.368021375480000121e-03 5.164656806290000152e-03 5.117328456229999940e-03 5.388354981860000135e-03 6.050869188739999710e-03 6.192623526609999929e-03
1.000000000000000000e+01 5.568622044819999777e-03 5.675663693729999723e-03 5.677585383959999829e-03 5.842606823880000001e-03 5.320393446259999957e-03 5.134253195829999866e-03 5.516349498019999624e-03 6.722960823080000037e-03 6.935126845079999693e-03
1.100000000000000000e+01 6.015717976049999791e-03 6.373613498389999604e-03 6.136106607779999618e-03 6.370829713049999850e-03 5.479724122530000088e-03 5.103040368300000400e-03 5.592878491550000268e-03 7.453954977010000295e-03 7.929659918940000843e-03
1.200000000000000000e+01 6.466311123170000001e-03 6.929023945029999867e-03 6.601484831880000126e-03 7.095866913309999829e-03 5.384442692290000200e-03 5.041575970640000195e-03 5.615641270210000417e-03 8.247211829409999834e-03 8.847002239299999599e-03
1.300000000000000000e+01 6.800927795500000088e-03 7.307260653020000371e-03 6.060057057820000294e-03 7.203641635820000159e-03 5.173730851399999629e-03 5.270318960090000088e-03 5.677710785559999737e-03 8.686388661600000227e-03 9.718259023170000566e-03
1.400000000000000000e+01 6.770344275760000093e-03 7.118363794819999694e-03 6.497648059289999958e-03 6.852403100340000164e-03 5.352188665620000001e-03 5.377258053029999874e-03 5.482961421989999973e-03 8.675592211909999296e-03 9.522117330120000861e-03
