-1.507077169034299970e+02 0.000000000000000000e+00
-1.491930664822899928e+02 0.000000000000000000e+00
-1.476784160611499885e+02 0.000000000000000000e+00
-1.461637656400099843e+02 0.000000000000000000e+00
-1.446491152188700084e+02 0.000000000000000000e+00
-1.431344647977300042e+02 0.000000000000000000e+00
-1.416198143765899999e+02 0.000000000000000000e+00
-1.401051639554499957e+02 0.000000000000000000e+00
-1.385905135343099914e+02 0.000000000000000000e+00
-1.370758631131699872e+02 0.000000000000000000e+00
-1.355612126920299829e+02 0.000000000000000000e+00
-1.340465622708900071e+02 8.802893711068104819e-07
-1.325319118497500028e+02 4.401446855534052410e-07
-1.310172614286099986e+02 1.100361713883513182e-06
-1.295026110074699943e+02 2.420795770543728958e-06
-1.279879605863299901e+02 3.961302169980684809e-06
-1.264733101651900000e+02 4.401446855534052727e-06
-1.249586597440499958e+02 4.841591541087457915e-06
-1.234440093229099915e+02 6.382097940524436213e-06
-1.219293589017700015e+02 6.602170283301078667e-06
-1.204147084806299972e+02 9.463110739398212389e-06
-1.189000580594899930e+02 9.243038396621510643e-06
-1.173854076383499887e+02 1.012332776772841589e-05
-1.158707572172099987e+02 1.188390650994194177e-05
-1.143561067960699944e+02 1.188390650994205188e-05
-1.128414563749300044e+02 1.672549805102940053e-05
-1.113268059537900001e+02 2.112694490656345241e-05
-1.098121555326499958e+02 1.914629382157312653e-05
-1.082975051115099916e+02 1.826600445046631615e-05
-1.067828546903699873e+02 2.816925987541819970e-05
-1.052682042692299973e+02 3.499150250149572007e-05
-1.037535538480899930e+02 3.675208124370967964e-05
-1.022389034269500030e+02 4.357432386978712208e-05
-1.007242530058099987e+02 5.919946020693300711e-05
-9.920960258466999449e+01 6.140018363470003135e-05
-9.769495216352999023e+01 7.438445185852548863e-05
-9.618030174238998598e+01 8.714864773957505732e-05
-9.466565132124999593e+01 1.067350862467017567e-04
-9.315100090011000589e+01 1.045343628189337499e-04
-9.163635047897000163e+01 1.208197161844097470e-04
-9.012170005782999738e+01 1.349043461221186859e-04
-8.860704963668999312e+01 1.632936783403133468e-04
-8.709239921554998887e+01 1.857410573035387410e-04
-8.557774879440999882e+01 2.218329215189162554e-04
-8.406309837326999457e+01 2.511025431082176962e-04
-8.254844795212999031e+01 2.915958541791336908e-04
-8.103379753099000027e+01 3.274676460517335005e-04
-7.951914710984999601e+01 3.626792208960059427e-04
-7.800449668870999176e+01 4.075739788224570564e-04
-7.648984626757000171e+01 4.423454089811722461e-04
-7.497519584642999746e+01 5.321349248340669384e-04
-7.346054542528999320e+01 5.873730828710192666e-04
-7.194589500414998895e+01 6.784830327805805661e-04
-7.043124458300999891e+01 7.682725486334688074e-04
-6.891659416186999465e+01 8.791890093929270299e-04
-6.740194374072999040e+01 1.003529883061773410e-03
-6.588729331959000035e+01 1.109824824622911328e-03
-6.437264289844999610e+01 1.240767868575049383e-03
-6.285799247730999184e+01 1.360047078360034902e-03
-6.134334205617000180e+01 1.535444735553054187e-03
-5.982869163502999754e+01 1.733729916394863031e-03
-5.831404121388999329e+01 1.906926850160128037e-03
-5.679939079274998903e+01 2.104331741630850131e-03
-5.528474037160999899e+01 2.361376237994019123e-03
-5.377008995046999473e+01 2.647470283603732370e-03
-5.225543952932999048e+01 2.844655102731684457e-03
-5.074078910819000043e+01 3.181585859522789977e-03
-4.922613868704999618e+01 3.453155130509240854e-03
-4.771148826590999192e+01 3.766318074280488280e-03
-4.619683784476998767e+01 4.028204162184802553e-03
-4.468218742362999762e+01 4.293831479916245322e-03
-4.316753700248999337e+01 4.639565130418445149e-03
-4.165288658134998911e+01 4.934462069739272219e-03
-4.013823616020999907e+01 5.380328636204825127e-03
-3.862358573906999482e+01 5.748069520984696104e-03
-3.710893531792999056e+01 6.089401724631418600e-03
-3.559428489679000052e+01 6.569599576570127331e-03
-3.407963447564999626e+01 7.000721296069686676e-03
-3.256498405450999201e+01 7.458691841388005207e-03
-3.105033363336998775e+01 7.907419348309775720e-03
-2.953568321222999771e+01 8.296507250338912634e-03
-2.802103279108999345e+01 8.688896237509773773e-03
-2.650638236994998920e+01 9.118037305924428862e-03
-2.499173194880999915e+01 9.496781807843048678e-03
-2.347708152766999490e+01 9.867823777764661228e-03
-2.196243110653000485e+01 1.020321402815626242e-02
-2.044778068539000060e+01 1.070057752283161238e-02
-1.893313026424999634e+01 1.088455800139293515e-02
-1.741847984310999209e+01 1.122677049441070732e-02
-1.590382942196998783e+01 1.154147394458139228e-02
-1.438917900082998358e+01 1.198425949824834420e-02
-1.287452857969000775e+01 1.219024721108711087e-02
-1.135987815855000349e+01 1.253245970410488304e-02
-9.845227737409999236e+00 1.267880781205139168e-02
-8.330577316269994981e+00 1.288303494614817177e-02
-6.815926895129990726e+00 1.313149662114306872e-02
-5.301276473989986471e+00 1.330227275913778949e-02
-3.786626052849982216e+00 1.339844437293146069e-02
-2.271975631710006382e+00 1.346226535233645445e-02
-7.573252105700021275e-01 1.344245884148654799e-02
7.573252105700021275e-01 1.342375269235052994e-02
2.271975631710006382e+00 1.335244925329087673e-02
3.786626052850010637e+00 1.332053876358825495e-02
5.301276473990014892e+00 1.318783514089390610e-02
6.815926895130019147e+00 1.314294038296770321e-02
8.330577316269994981e+00 1.294421505744009458e-02
9.845227737409999236e+00 1.282075447314236401e-02
1.135987815855000349e+01 1.241186006026325124e-02
1.287452857969000775e+01 1.228223745036777399e-02
1.438917900083001200e+01 1.203685678817175038e-02
1.590382942197001626e+01 1.171158986554778243e-02
1.741847984311002051e+01 1.138984410040845725e-02
1.893313026424999634e+01 1.098447084501355704e-02
2.044778068539000060e+01 1.065414225850572737e-02
2.196243110653000485e+01 1.010022017173676720e-02
2.347708152767000911e+01 9.748104423294042670e-03
2.499173194881001336e+01 9.321164078307239004e-03
2.650638236995001762e+01 8.906767856858876717e-03
2.802103279108999345e+01 8.534405452880528334e-03
2.953568321222999771e+01 8.118468725032560243e-03
3.105033363337000196e+01 7.642672319949328844e-03
3.256498405451000622e+01 7.228496170843574584e-03
