1.000000000000000000e+00 1.010863800529999912e+00 6.560692391950000146e-03 9.525650125000000301e-01 5.954312562280000137e-03 8.112193832640000046e-01 6.056410484409999878e-03 6.405882171819999860e-01 5.023724015559999714e-03 4.899114636940000156e-01 5.448057312699999648e-03
1.500000000000000000e+00 9.985657143410000547e-01 6.450350503020000313e-03 9.417746127580000071e-01 5.654704061159999788e-03 8.374305979809999467e-01 6.839373155830000099e-03 6.681503430009999578e-01 5.654637789929999568e-03 5.137955623209999878e-01 5.291774369549999933e-03
2.000000000000000000e+00 9.979377710260000089e-01 6.517463624719999939e-03 9.541802685710000231e-01 5.565705186279999890e-03 8.507030485200000047e-01 5.866898461329999974e-03 6.825778834750000357e-01 5.263380509979999865e-03 5.243535474870000268e-01 5.506455647099999830e-03
2.500000000000000000e+00 1.001478841990000035e+00 5.759905229779999775e-03 9.621940988580000020e-01 5.434729075320000359e-03 8.524899294129999472e-01 5.893007038600000386e-03 6.927512766560000035e-01 5.540053468380000228e-03 5.448958869090000379e-01 5.656111541050000066e-03
3.000000000000000000e+00 1.008606064599999907e+00 6.158309450210000188e-03 9.617912915999999868e-01 5.207046439790000321e-03 8.669955965600000258e-01 5.818029725929999875e-03 6.992173662870000417e-01 6.038999186210000300e-03 5.388091929489999821e-01 5.277388309880000176e-03
3.500000000000000000e+00 9.898628653030000502e-01 5.937965487790000142e-03 9.652499712540000276e-01 5.568068051159999650e-03 8.681181822900000400e-01 5.840806471220000122e-03 7.112917902409999771e-01 5.640906302509999908e-03 5.488994404439999641e-01 5.287922151510000314e-03
4.000000000000000000e+00 9.910704863720000146e-01 5.716838875739999742e-03 9.582105162549999777e-01 5.924351202509999664e-03 8.669285729989999467e-01 5.854659266219999943e-03 7.137617641129999635e-01 5.495900359940000292e-03 5.450426952450000417e-01 5.620181166999999901e-03
4.500000000000000000e+00 9.952302910389999591e-01 5.598612645310000087e-03 9.605942454650000517e-01 5.424040976230000248e-03 8.732583706730000506e-01 5.807520124969999670e-03 7.061120481229999912e-01 6.152619128149999957e-03 5.444331796610000218e-01 5.764467420779999934e-03
5.000000000000000000e+00 9.941940312270000080e-01 6.206756618999999600e-03 9.561409249440000480e-01 6.407097883749999882e-03 8.602001781110000245e-01 6.313985218740000328e-03 7.085620476859999517e-01 5.662207863800000109e-03 5.469789062630000531e-01 5.512728461170000351e-03
5.500000000000000000e+00 9.955123055260000076e-01 5.893274494520000031e-03 9.674429956360000027e-01 5.587843619220000252e-03 8.659181525000000379e-01 5.756283186249999857e-03 7.157781040299999731e-01 5.309095272890000314e-03 5.433243631849999922e-01 5.205977588469999813e-03
6.000000000000000000e+00 1.005972756070000029e+00 5.591386658479999966e-03 9.650781529490000121e-01 5.554025626379999712e-03 8.675163681619999512e-01 6.573534166910000379e-03 7.011227468030000187e-01 5.132765973299999694e-03 5.456744965630000443e-01 5.455111609239999930e-03
